_NAME_;_MODEL_;_SKU_
Крышка для касалетки, 114х89х42 мм, ПВХ, 1500 шт. в упаковке (основа арт.19-1677);19-0184;19-0184
Чашка кофейная, 200 мл, коричневый/белый, 50 штук в упаковке, в коробке 1250 штук;19-0323;19-0323
Вилка мини 100 мм, прозрачная, 50 штук, в коробке 1500 штук;19-0327;19-0327
Стакан Конический малый, диаметр 50 мм, 75 мл, прозрачный, PS, в упаковке 25 штук, в коробке 500 штук;19-0328;19-0328
Форма для сервировки Куб, 47х47 мм, 60 мл, прозрачная, PS;19-0334;19-0334
Ложка мини 100 мм, прозрачная, 50 штук, в коробке 1500 штук;19-0337;19-0337
Форма Волна, 57х57 мм, 95 мл, прозрачная, PS, в упаковке 25 штук, в коробке 500 штук;19-0360;19-0360
Стакан одноразовый, 330 мл, прозрачный, PP, 50 штук в упаковке;19-0370;19-0370
Стакан бумажный чёрный кофе, 170 мл, диаметр 73 мм, 60 штук, 1500 штук в коробке;19-0371;19-0371
Миска пластиковая одноразовая, 600 мл,  PP, белая, в упаковке 50 штук, в коробке 1000 штук;19-0384;19-0384
"Контейнер бумажный ""China Pack"", 450 мл, крафт, в коробке 500 штук";19-0523;19-0523
Стакан бумажный Wake Me Cup 300 мл, диаметр 90 мм, в упаковке 50 штук, 800 штук в коробке;19-0537;19-0537
Стакан бумажный Wake Me Cup, 170-195 мл, для вендинга, диаметр 70 мм, в коробке 3000 штук;19-0538;19-0538
Супница, 480 мл, сахарный тростник, 125 штук в упаковке;19-0646;19-0646
Стакан бумажный Enjoy, 2-слойный, 200 мл, диаметр 80 мм, 37 штук в упаковке;19-0660;19-0660
Тарелка d=230 мм кукурухный крахмал 500 штук в упаковке;19-0673;19-0673
Упаковка Оригамо 100х160х100 под 2 маффина, 200 штук в коробке;19-0677;19-0677
Контейнер для супа, 500 мл, d=121 мм, крафт, без крышки, в упаковке 50 штук;19-0682;19-0682
Контейнер бумажный 330 мл, d=114 мм, крафт, в упаковке 500 штук;19-0683;19-0683
Контейнер для супа, 330 мл, диаметр 114 мм, белый, в коробке 500 штук;19-0694;19-0694
Крышка для контейнера, 330 мл, диаметр 114 мм, прозрачная, в коробке 500 штук;19-0695;19-0695
Стакан бумажный, 250 мл, 2-слойный, белый, для горячих и холодных напитков, диаметр 80 мм, 25 штук в упаковке;19-0733;19-0733
Стакан бумажный, 300 мл, 2-слойный, белый, для горячих и холодных напитков, диаметр 90 мм, 25 штук в упаковке;19-0734;19-0734
Тарелка бумажная, одноразовая, ламинированная, d=230 мм, с рифленным краем *500 штук в упаковке.;19-0775;19-0775
Стакан бумажный, 250 мл, 2-слойный, крафт, диаметр 80 мм, 500 штук в коробке;19-0785;19-0785
Тарелка, d=225 мм, сахарный тростник, 125 штук в упаковке;19-0796;19-0796
"Комплект одноразовых приборов ""5"" чёрный (вилка, нож, столовая ложка, салфетка белая, зубочистка), 250 штук в упаковке";19-0812;19-0812
Стакан двухслойный, 250 мл, крафт, d=80 мм *20/500 (кр.19-4020,19-6092);19-0816;19-0816
Ложка столовая, 165 мм, деревянная, 100 штук в упаковке;19-0832;19-0832
Вилка столовая, 165 мм, деревянная, 100 штук в упаковке;19-0833;19-0833
Крышка для стакана, d=62 мм, с отверстием, черная, в упаковке 100 штук, в коробке 1000 штук;19-0844;19-0844
Крышка для стакана, d=62 мм, с отверстием, белая, в упаковке 100 штук, в коробке 1000 штук;19-0845;19-0845
Стакан гофрированный Impresso Black, 400 мл *500;19-0879;19-0879
Упаковка под макарун Оригамо, 180х55х55 мм, с прозрачным окном, 500 штук;19-0916;19-0916
Ложка Компакт, столовая, 180 мм, прозрачная, 50 штук в упаковке;19-1030;19-1030
Вилка Компакт, столовая, 180 мм, черная, 50 штук в упаковке;19-1031;19-1031
Стакан бумажный, крафт, 300 мл, d=90 мм, в упаковке 50 штук, 1000 штук в коробке;19-1046;19-1046
Нож Компакт столовый, 180 мм, чёрный, 50 штук в упаковке;19-1069;19-1069
Нож Компакт столовый, 180 мм, прозрачный, 50 штук в упаковке;19-1091;19-1091
Салатник 900 мл, 150х150х50 мм, крафт, с прозрачной крышкой, в коробке 150 штук;19-1164;19-1164
Стакан бумажный, 300 мл, 2-слойный, белый, без дизайна, d=90 мм, 500 штук в коробке;19-1182;19-1182
Крышка для стакана С НОСИКОМ, d=80 мм, черная, 100 штук в упаковке;19-1229;19-1229
Крышка для стакана, диаметр 74 мм, белая, без носика, 1600 штук в коробке;19-1385;19-1385
Стакан бумажный 300 мл, диаметр 90 мм, 2-слойный, крафт, в коробке 500 штук;19-1394;19-1394
Касалетка прямоугольная, 251 мл, 114х89х42 мм, в коробке 1500 штук;19-1677;19-1677
